Bacterium,Pathway,Value
Clostridium scindens,map00480,1.35
Clostridium scindens,map00500,8.09
Clostridium scindens,map00511,1.7
Clostridium scindens,map00520,8.84
Clostridium scindens,map00521,2.59
Clostridium scindens,map00523,2.5
Clostridium scindens,map00524,0.08
Clostridium scindens,map00525,1.17
Clostridium scindens,map00531,0.79
Clostridium scindens,map00541,3.3
Clostridium scindens,map00550,1.8
Clostridium scindens,map00561,5.19
Clostridium scindens,map00562,0.01
Clostridium scindens,map00564,2.0
Clostridium scindens,map00592,0.58
Clostridium scindens,map00600,0.79
Clostridium scindens,map00604,0.79
Clostridium scindens,map00620,10.02
Clostridium scindens,map00621,0.61
Clostridium scindens,map00622,0.61
Clostridium scindens,map00625,1.3
Clostridium scindens,map00626,0.58
Clostridium scindens,map00627,0.72
Clostridium scindens,map00630,2.93
Clostridium scindens,map00633,0.01
Clostridium scindens,map00640,2.35
Clostridium scindens,map00650,3.38
Clostridium scindens,map00660,1.86
Clostridium scindens,map00670,5.13
Clostridium scindens,map00730,4.35
Clostridium scindens,map00740,0.05
Clostridium scindens,map00750,1.51
Clostridium scindens,map00760,4.66
Clostridium scindens,map00770,2.95
Clostridium scindens,map00780,0.12
Clostridium scindens,map00785,0.78
Clostridium scindens,map00790,2.76
Clostridium scindens,map00830,0.58
Clostridium scindens,map00860,17.38
Clostridium scindens,map00900,1.06
Clostridium scindens,map00903,0.72
Clostridium scindens,map00908,0.01
Clostridium scindens,map00950,0.04
Clostridium scindens,map00960,0.59
Clostridium scindens,map00966,0.03
Clostridium scindens,map00980,0.58
Clostridium scindens,map00981,0.72
Clostridium scindens,map00982,0.58
Clostridium scindens,map00983,3.35
Clostridium scindens,map01051,0.01
Clostridium scindens,map01055,1.49
Clostridium septicum,map00010,8.83
Clostridium septicum,map00020,1.59
Clostridium septicum,map00030,5.15
Clostridium septicum,map00040,3.39
Clostridium septicum,map00051,3.2
Clostridium septicum,map00052,5.82
Clostridium septicum,map00053,3.03
Clostridium septicum,map00061,0.25
Clostridium septicum,map00062,1.28
Clostridium septicum,map00071,2.65
Clostridium septicum,map00220,2.35
Clostridium septicum,map00230,11.25
Clostridium septicum,map00240,10.44
Clostridium septicum,map00250,4.74
Clostridium septicum,map00254,0.06
Clostridium septicum,map00260,3.62
Clostridium septicum,map00261,0.07
Clostridium septicum,map00270,4.24
Clostridium septicum,map00280,2.85
Clostridium septicum,map00281,0.59
Clostridium septicum,map00290,0.55
Clostridium septicum,map00300,1.84
Clostridium septicum,map00310,3.12
Clostridium septicum,map00311,1.69
Clostridium septicum,map00330,5.9
Clostridium septicum,map00332,1.1
Clostridium septicum,map00340,1.75
Clostridium septicum,map00350,1.17
Clostridium septicum,map00360,3.17
Clostridium septicum,map00362,1.92
Clostridium septicum,map00363,0.68
Clostridium septicum,map00380,3.56
Clostridium septicum,map00400,1.64
Clostridium septicum,map00401,0.76
Clostridium septicum,map00410,3.77
Clostridium septicum,map00430,0.28
Clostridium septicum,map00450,1.36
Clostridium septicum,map00460,0.94
Clostridium septicum,map00480,2.82
Clostridium septicum,map00500,10.21
Clostridium septicum,map00511,4.41
Clostridium septicum,map00513,0.79
Clostridium septicum,map00520,15.05
Clostridium septicum,map00521,3.48
Clostridium septicum,map00523,2.5
Clostridium septicum,map00524,0.08
Clostridium septicum,map00525,1.17
Clostridium septicum,map00531,2.55
Clostridium septicum,map00541,6.17
Clostridium septicum,map00550,1.47
Clostridium septicum,map00561,4.13
Clostridium septicum,map00562,5.34
Clostridium septicum,map00564,2.17
Clostridium septicum,map00572,0.58
Clostridium septicum,map00592,1.17
Clostridium septicum,map00600,1.76
Clostridium septicum,map00603,0.79
Clostridium septicum,map00604,1.58
Clostridium septicum,map00620,9.61
Clostridium septicum,map00621,0.61
Clostridium septicum,map00622,0.61
Clostridium septicum,map00625,1.3
Clostridium septicum,map00626,0.58
Clostridium septicum,map00627,1.31
Clostridium septicum,map00630,3.5
Clostridium septicum,map00633,0.01
Clostridium septicum,map00640,5.68
Clostridium septicum,map00643,0.8
Clostridium septicum,map00650,5.69
Clostridium septicum,map00670,3.45
Clostridium septicum,map00730,2.87
Clostridium septicum,map00740,1.41
Clostridium septicum,map00750,0.65
Clostridium septicum,map00760,3.22
Clostridium septicum,map00770,3.72
Clostridium septicum,map00780,0.74
Clostridium septicum,map00785,0.78
Clostridium septicum,map00790,3.14
Clostridium septicum,map00830,0.58
Clostridium septicum,map00860,18.3
Clostridium septicum,map00900,0.94
Clostridium septicum,map00903,1.31
Clostridium septicum,map00908,0.01
Clostridium septicum,map00930,0.59
Clostridium septicum,map00950,0.04
Clostridium septicum,map00960,0.59
Clostridium septicum,map00966,0.03
Clostridium septicum,map00980,0.58
Clostridium septicum,map00981,0.72
Clostridium septicum,map00982,0.58
Clostridium septicum,map00983,3.51
Clostridium septicum,map01040,0.68
Clostridium septicum,map01051,0.01
Clostridium septicum,map01055,0.59
Clostridium sp. BNL1100,map00010,7.51
Clostridium sp. BNL1100,map00020,3.15
Clostridium sp. BNL1100,map00030,3.71
Clostridium sp. BNL1100,map00040,9.87
Clostridium sp. BNL1100,map00051,7.89
Clostridium sp. BNL1100,map00052,6.24
Clostridium sp. BNL1100,map00053,0.7
Clostridium sp. BNL1100,map00061,0.99
Clostridium sp. BNL1100,map00062,0.68
Clostridium sp. BNL1100,map00071,1.38
Clostridium sp. BNL1100,map00130,2.78
Clostridium sp. BNL1100,map00220,5.64
Clostridium sp. BNL1100,map00230,10.85
Clostridium sp. BNL1100,map00240,9.07
Clostridium sp. BNL1100,map00250,4.55
Clostridium sp. BNL1100,map00260,7.09
Clostridium sp. BNL1100,map00261,0.86
Clostridium sp. BNL1100,map00270,10.36
Clostridium sp. BNL1100,map00280,0.03
Clostridium sp. BNL1100,map00290,3.93
Clostridium sp. BNL1100,map00300,3.74
Clostridium sp. BNL1100,map00310,0.38
Clostridium sp. BNL1100,map00311,1.69
Clostridium sp. BNL1100,map00330,5.36
Clostridium sp. BNL1100,map00332,1.1
Clostridium sp. BNL1100,map00340,5.9
Clostridium sp. BNL1100,map00350,1.99
Clostridium sp. BNL1100,map00360,5.97
Clostridium sp. BNL1100,map00361,0.72
Clostridium sp. BNL1100,map00362,3.57
Clostridium sp. BNL1100,map00363,0.68
Clostridium sp. BNL1100,map00380,1.78
Clostridium sp. BNL1100,map00400,2.85
Clostridium sp. BNL1100,map00401,0.76
Clostridium sp. BNL1100,map00405,0.26
Clostridium sp. BNL1100,map00410,0.44
Clostridium sp. BNL1100,map00430,0.28
Clostridium sp. BNL1100,map00450,2.26
Clostridium sp. BNL1100,map00460,1.6
Clostridium sp. BNL1100,map00480,1.24
Clostridium sp. BNL1100,map00500,10.39
Clostridium sp. BNL1100,map00511,2.49
Clostridium sp. BNL1100,map00513,0.79
Clostridium sp. BNL1100,map00514,0.98
Clostridium sp. BNL1100,map00515,0.98
Clostridium sp. BNL1100,map00520,17.14
Clostridium sp. BNL1100,map00521,3.21
Clostridium sp. BNL1100,map00523,1.17
Clostridium sp. BNL1100,map00524,1.08
Clostridium sp. BNL1100,map00525,1.17
Clostridium sp. BNL1100,map00531,1.58
Clostridium sp. BNL1100,map00541,4.95
Clostridium sp. BNL1100,map00550,1.47
Clostridium sp. BNL1100,map00561,6.27
Clostridium sp. BNL1100,map00562,0.96
Clostridium sp. BNL1100,map00564,6.03
Clostridium sp. BNL1100,map00572,0.58
Clostridium sp. BNL1100,map00590,0.8
Clostridium sp. BNL1100,map00592,0.58
Clostridium sp. BNL1100,map00600,1.61
Clostridium sp. BNL1100,map00603,1.61
Clostridium sp. BNL1100,map00604,1.58
Clostridium sp. BNL1100,map00620,8.75
Clostridium sp. BNL1100,map00621,2.01
Clostridium sp. BNL1100,map00622,2.01
Clostridium sp. BNL1100,map00625,2.14
Clostridium sp. BNL1100,map00626,0.58
Clostridium sp. BNL1100,map00630,3.5
Clostridium sp. BNL1100,map00633,0.72
Clostridium sp. BNL1100,map00640,3.56
Clostridium sp. BNL1100,map00650,3.55
Clostridium sp. BNL1100,map00660,1.86
Clostridium sp. BNL1100,map00670,4.05
Clostridium sp. BNL1100,map00730,4.35
Clostridium sp. BNL1100,map00740,0.46
Clostridium sp. BNL1100,map00750,1.56
Clostridium sp. BNL1100,map00760,3.08
Clostridium sp. BNL1100,map00770,2.35
Clostridium sp. BNL1100,map00780,0.12
Clostridium sp. BNL1100,map00790,3.57
Clostridium sp. BNL1100,map00830,0.58
Clostridium sp. BNL1100,map00860,18.09
Clostridium sp. BNL1100,map00900,1.27
Clostridium sp. BNL1100,map00908,0.01
Clostridium sp. BNL1100,map00940,0.82
Clostridium sp. BNL1100,map00950,0.86
Clostridium sp. BNL1100,map00960,0.59
Clostridium sp. BNL1100,map00966,0.03
Clostridium sp. BNL1100,map00980,0.58
Clostridium sp. BNL1100,map00982,1.4
Clostridium sp. BNL1100,map00983,2.64
Clostridium sp. BNL1100,map01040,0.68
Clostridium sp. BNL1100,map01051,0.01
Clostridium sp. BNL1100,map01055,0.59
Clostridium sp. SY8519,map00010,4.93
Clostridium sp. SY8519,map00020,4.93
Clostridium sp. SY8519,map00030,2.72
Clostridium sp. SY8519,map00040,3.74
Clostridium sp. SY8519,map00051,3.61
Clostridium sp. SY8519,map00052,2.84
Clostridium sp. SY8519,map00053,1.48
Clostridium sp. SY8519,map00061,0.25
Clostridium sp. SY8519,map00062,2.58
Clostridium sp. SY8519,map00071,5.64
Clostridium sp. SY8519,map00130,0.89
Clostridium sp. SY8519,map00220,6.05
Clostridium sp. SY8519,map00230,11.82
Clostridium sp. SY8519,map00240,8.1
Clostridium sp. SY8519,map00250,4.19
Clostridium sp. SY8519,map00254,0.06
Clostridium sp. SY8519,map00260,4.56
Clostridium sp. SY8519,map00261,1.76
Clostridium sp. SY8519,map00270,8.19
Clostridium sp. SY8519,map00280,5.04
Clostridium sp. SY8519,map00281,2.58
Clostridium sp. SY8519,map00290,4.45
Clostridium sp. SY8519,map00300,1.65
Clostridium sp. SY8519,map00310,7.93
Clostridium sp. SY8519,map00311,0.86
Clostridium sp. SY8519,map00330,2.38
Clostridium sp. SY8519,map00332,1.1
Clostridium sp. SY8519,map00340,5.19
Clostridium sp. SY8519,map00350,2.13
Clostridium sp. SY8519,map00360,3.53
Clostridium sp. SY8519,map00362,3.3
Clostridium sp. SY8519,map00380,2.46
Clostridium sp. SY8519,map00400,3.68
Clostridium sp. SY8519,map00401,0.76
Clostridium sp. SY8519,map00405,0.26
Clostridium sp. SY8519,map00410,5.44
Clostridium sp. SY8519,map00430,1.18
Clostridium sp. SY8519,map00450,4.55
Clostridium sp. SY8519,map00460,1.38
Clostridium sp. SY8519,map00480,1.93
Clostridium sp. SY8519,map00500,7.76
Clostridium sp. SY8519,map00515,0.95
Clostridium sp. SY8519,map00520,5.81
Clostridium sp. SY8519,map00521,2.59
Clostridium sp. SY8519,map00523,2.5
Clostridium sp. SY8519,map00524,0.08
Clostridium sp. SY8519,map00525,1.17
Clostridium sp. SY8519,map00541,4.06
Clostridium sp. SY8519,map00550,0.24
Clostridium sp. SY8519,map00561,1.59
Clostridium sp. SY8519,map00562,0.89
Clostridium sp. SY8519,map00564,2.69
Clostridium sp. SY8519,map00590,0.8
Clostridium sp. SY8519,map00592,2.16
Clostridium sp. SY8519,map00620,10.62
Clostridium sp. SY8519,map00622,0.96
Clostridium sp. SY8519,map00623,1.95
Clostridium sp. SY8519,map00625,1.3
Clostridium sp. SY8519,map00626,0.58
Clostridium sp. SY8519,map00627,2.32
Clostridium sp. SY8519,map00630,5.84
Clostridium sp. SY8519,map00633,0.01
Clostridium sp. SY8519,map00640,5.15
Clostridium sp. SY8519,map00642,0.99
Clostridium sp. SY8519,map00643,0.8
Clostridium sp. SY8519,map00650,8.91
Clostridium sp. SY8519,map00660,1.86
Clostridium sp. SY8519,map00670,4.05
Clostridium sp. SY8519,map00730,3.58
Clostridium sp. SY8519,map00740,0.46
Clostridium sp. SY8519,map00750,0.86
Clostridium sp. SY8519,map00760,3.08
Clostridium sp. SY8519,map00770,5.74
Clostridium sp. SY8519,map00780,0.12
Clostridium sp. SY8519,map00790,6.1
Clostridium sp. SY8519,map00791,0.51
Clostridium sp. SY8519,map00830,0.58
Clostridium sp. SY8519,map00860,18.12
Clostridium sp. SY8519,map00900,1.83
Clostridium sp. SY8519,map00903,2.26
Clostridium sp. SY8519,map00908,0.01
Clostridium sp. SY8519,map00930,2.54
Clostridium sp. SY8519,map00950,0.04
Clostridium sp. SY8519,map00960,0.59
Clostridium sp. SY8519,map00966,0.03
Clostridium sp. SY8519,map00980,0.58
Clostridium sp. SY8519,map00981,0.72
Clostridium sp. SY8519,map00982,0.58
Clostridium sp. SY8519,map00983,4.0
Clostridium sp. SY8519,map01040,0.99
Clostridium sp. SY8519,map01051,0.01
Clostridium sp. SY8519,map01055,1.49
Clostridium sporogenes,map00010,7.76
Clostridium sporogenes,map00020,4.51
Clostridium sporogenes,map00030,4.76
Clostridium sporogenes,map00040,1.57
Clostridium sporogenes,map00051,5.86
Clostridium sporogenes,map00052,2.81
Clostridium sporogenes,map00053,1.46
Clostridium sporogenes,map00061,0.25
Clostridium sporogenes,map00062,1.28
Clostridium sporogenes,map00071,2.65
Clostridium sporogenes,map00120,0.93
Clostridium sporogenes,map00121,0.93
Clostridium sporogenes,map00130,0.98
Clostridium sporogenes,map00220,4.64
Clostridium sporogenes,map00230,12.84
Clostridium sporogenes,map00240,10.5
Clostridium sporogenes,map00250,7.14
Clostridium sporogenes,map00254,0.06
Clostridium sporogenes,map00260,5.56
Clostridium sporogenes,map00261,0.07
Clostridium sporogenes,map00270,8.43
Clostridium sporogenes,map00280,2.85
Clostridium sporogenes,map00281,0.59
Clostridium sporogenes,map00290,1.7
Clostridium sporogenes,map00300,0.65
Clostridium sporogenes,map00310,3.12
Clostridium sporogenes,map00330,9.8
Clostridium sporogenes,map00340,6.62
Clostridium sporogenes,map00350,2.93
Clostridium sporogenes,map00360,6.58
Clostridium sporogenes,map00361,0.72
Clostridium sporogenes,map00362,1.92
Clostridium sporogenes,map00363,0.68
Clostridium sporogenes,map00380,3.97
Clostridium sporogenes,map00400,0.88
Clostridium sporogenes,map00401,0.59
Clostridium sporogenes,map00405,0.94
Clostridium sporogenes,map00410,4.62
Clostridium sporogenes,map00430,2.02
Clostridium sporogenes,map00440,0.9
Clostridium sporogenes,map00450,3.34
Clostridium sporogenes,map00460,0.94
Clostridium sporogenes,map00480,0.32
Clostridium sporogenes,map00500,7.8
Clostridium sporogenes,map00511,0.89
Clostridium sporogenes,map00520,13.16
Clostridium sporogenes,map00521,0.68
Clostridium sporogenes,map00523,0.59
Clostridium sporogenes,map00524,0.08
Clostridium sporogenes,map00525,0.59
Clostridium sporogenes,map00540,0.45
Clostridium sporogenes,map00541,9.14
Clostridium sporogenes,map00550,1.47
Clostridium sporogenes,map00561,5.43
Clostridium sporogenes,map00562,0.77
Clostridium sporogenes,map00564,3.17
Clostridium sporogenes,map00565,0.76
Clostridium sporogenes,map00572,0.58
Clostridium sporogenes,map00592,1.17
Clostridium sporogenes,map00600,0.89
Clostridium sporogenes,map00620,10.91
Clostridium sporogenes,map00621,0.61
Clostridium sporogenes,map00622,0.61
Clostridium sporogenes,map00625,2.01
Clostridium sporogenes,map00626,0.58
Clostridium sporogenes,map00627,0.59
Clostridium sporogenes,map00630,1.54
Clostridium sporogenes,map00633,1.52
Clostridium sporogenes,map00640,5.07
Clostridium sporogenes,map00650,7.79
Clostridium sporogenes,map00660,0.61
Clostridium sporogenes,map00670,4.46
Clostridium sporogenes,map00730,5.47
Clostridium sporogenes,map00740,0.46
Clostridium sporogenes,map00750,1.41
Clostridium sporogenes,map00760,3.88
Clostridium sporogenes,map00770,4.88
Clostridium sporogenes,map00780,0.36
Clostridium sporogenes,map00785,1.7
Clostridium sporogenes,map00790,4.28
Clostridium sporogenes,map00830,0.58
Clostridium sporogenes,map00860,18.04
Clostridium sporogenes,map00900,0.94
Clostridium sporogenes,map00903,1.31
Clostridium sporogenes,map00908,0.01
Clostridium sporogenes,map00930,0.59
Clostridium sporogenes,map00950,0.86
Clostridium sporogenes,map00960,2.45
Clostridium sporogenes,map00966,0.03
Clostridium sporogenes,map00980,0.58
Clostridium sporogenes,map00981,0.72
Clostridium sporogenes,map00982,1.4
Clostridium sporogenes,map00983,3.22
Clostridium sporogenes,map01040,0.68
Clostridium sporogenes,map01051,0.01
Clostridium sporogenes,map01053,2.94
Clostridium sporogenes,map01055,0.59
Clostridium taeniosporum,map00010,5.16
Clostridium taeniosporum,map00020,1.08
Clostridium taeniosporum,map00030,3.97
Clostridium taeniosporum,map00040,2.33
Clostridium taeniosporum,map00051,7.29
Clostridium taeniosporum,map00052,4.59
Clostridium taeniosporum,map00053,2.42
Clostridium taeniosporum,map00061,0.25
Clostridium taeniosporum,map00062,1.28
Clostridium taeniosporum,map00071,1.93
Clostridium taeniosporum,map00130,0.84
Clostridium taeniosporum,map00220,1.89
Clostridium taeniosporum,map00230,12.93
Clostridium taeniosporum,map00240,9.36
Clostridium taeniosporum,map00250,3.8
Clostridium taeniosporum,map00254,0.06
Clostridium taeniosporum,map00260,1.74
Clostridium taeniosporum,map00261,0.07
Clostridium taeniosporum,map00270,4.56
Clostridium taeniosporum,map00280,1.39
Clostridium taeniosporum,map00281,0.59
Clostridium taeniosporum,map00290,0.64
Clostridium taeniosporum,map00300,1.64
Clostridium taeniosporum,map00310,2.8
Clostridium taeniosporum,map00311,0.73
Clostridium taeniosporum,map00330,3.39
Clostridium taeniosporum,map00332,1.1
Clostridium taeniosporum,map00340,0.48
Clostridium taeniosporum,map00350,0.62
Clostridium taeniosporum,map00360,1.8
Clostridium taeniosporum,map00362,1.92
Clostridium taeniosporum,map00363,0.68
Clostridium taeniosporum,map00380,0.75
Clostridium taeniosporum,map00400,1.32
Clostridium taeniosporum,map00401,0.21
Clostridium taeniosporum,map00410,3.05
Clostridium taeniosporum,map00430,0.28
Clostridium taeniosporum,map00450,2.12
Clostridium taeniosporum,map00460,0.94
Clostridium taeniosporum,map00480,1.46
Clostridium taeniosporum,map00500,14.3
Clostridium taeniosporum,map00520,16.61
Clostridium taeniosporum,map00521,3.48
Clostridium taeniosporum,map00523,2.5
Clostridium taeniosporum,map00524,0.08
Clostridium taeniosporum,map00525,1.17
Clostridium taeniosporum,map00541,10.55
Clostridium taeniosporum,map00550,0.82
Clostridium taeniosporum,map00561,4.97
Clostridium taeniosporum,map00562,5.34
Clostridium taeniosporum,map00564,2.17
Clostridium taeniosporum,map00572,0.58
Clostridium taeniosporum,map00592,1.17
Clostridium taeniosporum,map00620,7.62
Clostridium taeniosporum,map00621,0.61
Clostridium taeniosporum,map00622,1.47
Clostridium taeniosporum,map00625,0.58
Clostridium taeniosporum,map00626,0.58
Clostridium taeniosporum,map00627,2.07
Clostridium taeniosporum,map00630,1.72
Clostridium taeniosporum,map00633,0.01
Clostridium taeniosporum,map00640,5.0
Clostridium taeniosporum,map00650,9.2
Clostridium taeniosporum,map00660,0.61
Clostridium taeniosporum,map00670,4.05
Clostridium taeniosporum,map00730,3.8
Clostridium taeniosporum,map00740,0.46
Clostridium taeniosporum,map00750,0.71
Clostridium taeniosporum,map00760,2.53
Clostridium taeniosporum,map00770,3.39
Clostridium taeniosporum,map00780,0.12
Clostridium taeniosporum,map00790,5.15
Clostridium taeniosporum,map00830,0.58
Clostridium taeniosporum,map00860,17.18
Clostridium taeniosporum,map00900,0.94
Clostridium taeniosporum,map00903,0.59
Clostridium taeniosporum,map00908,0.01
Clostridium taeniosporum,map00930,0.59
Clostridium taeniosporum,map00950,0.04
Clostridium taeniosporum,map00960,0.04
Clostridium taeniosporum,map00966,0.03
Clostridium taeniosporum,map00980,0.58
Clostridium taeniosporum,map00982,0.58
Clostridium taeniosporum,map00983,4.29
Clostridium taeniosporum,map01040,0.68
Clostridium taeniosporum,map01051,0.01
Clostridium taeniosporum,map01055,0.59
Clostridium tetani 12124569,map00010,5.18
Clostridium tetani 12124569,map00020,1.79
Clostridium tetani 12124569,map00030,5.66
Clostridium tetani 12124569,map00040,0.44
Clostridium tetani 12124569,map00051,2.08
Clostridium tetani 12124569,map00052,2.91
Clostridium tetani 12124569,map00053,1.46
Clostridium tetani 12124569,map00061,0.25
Clostridium tetani 12124569,map00062,1.28
Clostridium tetani 12124569,map00071,2.65
Clostridium tetani 12124569,map00220,4.38
Clostridium tetani 12124569,map00230,10.16
Clostridium tetani 12124569,map00240,9.91
Clostridium tetani 12124569,map00250,6.19
Clostridium tetani 12124569,map00254,0.06
Clostridium tetani 12124569,map00260,4.57
Clostridium tetani 12124569,map00261,0.07
Clostridium tetani 12124569,map00270,7.45
Clostridium tetani 12124569,map00280,2.85
Clostridium tetani 12124569,map00281,0.59
Clostridium tetani 12124569,map00290,0.55
Clostridium tetani 12124569,map00300,1.28
Clostridium tetani 12124569,map00310,4.03
Clostridium tetani 12124569,map00330,5.01
Clostridium tetani 12124569,map00332,1.1
Clostridium tetani 12124569,map00340,8.32
Clostridium tetani 12124569,map00350,1.59
Clostridium tetani 12124569,map00360,1.8
Clostridium tetani 12124569,map00361,0.72
Clostridium tetani 12124569,map00362,1.92
Clostridium tetani 12124569,map00363,0.68
Clostridium tetani 12124569,map00380,4.07
Clostridium tetani 12124569,map00400,0.32
Clostridium tetani 12124569,map00401,0.04
Clostridium tetani 12124569,map00410,4.11
Clostridium tetani 12124569,map00430,1.64
Clostridium tetani 12124569,map00440,1.84
Clostridium tetani 12124569,map00450,1.52
Clostridium tetani 12124569,map00460,0.89
Clostridium tetani 12124569,map00480,2.11
Clostridium tetani 12124569,map00500,0.22
Clostridium tetani 12124569,map00511,1.67
Clostridium tetani 12124569,map00513,0.79
Clostridium tetani 12124569,map00520,8.63
Clostridium tetani 12124569,map00521,0.98
Clostridium tetani 12124569,map00524,0.08
Clostridium tetani 12124569,map00531,0.79
Clostridium tetani 12124569,map00540,0.49
Clostridium tetani 12124569,map00541,4.17
Clostridium tetani 12124569,map00550,0.81
Clostridium tetani 12124569,map00561,5.68
Clostridium tetani 12124569,map00562,6.09
Clostridium tetani 12124569,map00564,4.61
Clostridium tetani 12124569,map00565,0.76
Clostridium tetani 12124569,map00572,0.58
Clostridium tetani 12124569,map00592,1.17
Clostridium tetani 12124569,map00603,0.79
Clostridium tetani 12124569,map00604,0.79
Clostridium tetani 12124569,map00620,7.27
Clostridium tetani 12124569,map00621,0.61
Clostridium tetani 12124569,map00622,0.61
Clostridium tetani 12124569,map00625,2.01
Clostridium tetani 12124569,map00626,0.58
Clostridium tetani 12124569,map00627,0.59
Clostridium tetani 12124569,map00630,4.49
Clostridium tetani 12124569,map00633,0.72
Clostridium tetani 12124569,map00640,4.43
Clostridium tetani 12124569,map00643,0.8
Clostridium tetani 12124569,map00650,5.1
Clostridium tetani 12124569,map00660,1.83
Clostridium tetani 12124569,map00670,3.18
Clostridium tetani 12124569,map00730,4.64
Clostridium tetani 12124569,map00740,0.46
Clostridium tetani 12124569,map00750,0.71
Clostridium tetani 12124569,map00760,3.09
Clostridium tetani 12124569,map00770,3.22
Clostridium tetani 12124569,map00780,0.36
Clostridium tetani 12124569,map00785,0.78
Clostridium tetani 12124569,map00790,2.45
Clostridium tetani 12124569,map00830,0.58
Clostridium tetani 12124569,map00860,19.18
Clostridium tetani 12124569,map00900,0.94
Clostridium tetani 12124569,map00903,1.31
Clostridium tetani 12124569,map00908,0.01
Clostridium tetani 12124569,map00930,0.59
Clostridium tetani 12124569,map00950,0.04
Clostridium tetani 12124569,map00960,0.04
Clostridium tetani 12124569,map00966,0.03
Clostridium tetani 12124569,map00980,0.58
Clostridium tetani 12124569,map00981,0.72
Clostridium tetani 12124569,map00982,0.58
Clostridium tetani 12124569,map00983,3.99
Clostridium tetani 12124569,map01040,0.68
Clostridium tetani 12124569,map01051,0.01
Clostridium tetani E88,map00010,5.18
Clostridium tetani E88,map00020,1.79
Clostridium tetani E88,map00030,5.66
Clostridium tetani E88,map00040,0.44
Clostridium tetani E88,map00051,2.08
Clostridium tetani E88,map00052,2.26
Clostridium tetani E88,map00053,0.72
Clostridium tetani E88,map00061,0.25
Clostridium tetani E88,map00062,1.28
Clostridium tetani E88,map00071,2.65
Clostridium tetani E88,map00220,3.74
Clostridium tetani E88,map00230,9.22
Clostridium tetani E88,map00240,9.96
Clostridium tetani E88,map00250,6.24
Clostridium tetani E88,map00254,0.06
Clostridium tetani E88,map00260,5.55
Clostridium tetani E88,map00261,0.07
Clostridium tetani E88,map00270,7.45
Clostridium tetani E88,map00280,2.85
Clostridium tetani E88,map00281,0.59
Clostridium tetani E88,map00290,0.55
Clostridium tetani E88,map00300,1.28
Clostridium tetani E88,map00310,4.03
Clostridium tetani E88,map00311,0.73
Clostridium tetani E88,map00330,5.01
Clostridium tetani E88,map00332,1.1
Clostridium tetani E88,map00340,8.32
Clostridium tetani E88,map00350,1.59
Clostridium tetani E88,map00360,1.8
Clostridium tetani E88,map00361,0.72
Clostridium tetani E88,map00362,1.92
Clostridium tetani E88,map00363,0.68
Clostridium tetani E88,map00380,4.07
Clostridium tetani E88,map00400,0.32
Clostridium tetani E88,map00401,0.04
Clostridium tetani E88,map00410,4.11
Clostridium tetani E88,map00430,1.64
Clostridium tetani E88,map00440,1.84
Clostridium tetani E88,map00450,1.52
Clostridium tetani E88,map00460,0.89
Clostridium tetani E88,map00480,2.11
Clostridium tetani E88,map00500,0.22
Clostridium tetani E88,map00511,1.67
Clostridium tetani E88,map00513,0.79
Clostridium tetani E88,map00520,7.88
Clostridium tetani E88,map00521,0.98
Clostridium tetani E88,map00524,0.08
Clostridium tetani E88,map00531,0.79
Clostridium tetani E88,map00540,0.49
Clostridium tetani E88,map00541,4.07
Clostridium tetani E88,map00550,0.82
Clostridium tetani E88,map00561,5.68
Clostridium tetani E88,map00562,6.09
Clostridium tetani E88,map00564,4.61
Clostridium tetani E88,map00565,0.76
Clostridium tetani E88,map00572,0.58
Clostridium tetani E88,map00592,1.17
Clostridium tetani E88,map00603,0.79
Clostridium tetani E88,map00604,0.79
Clostridium tetani E88,map00620,7.27
Clostridium tetani E88,map00621,0.61
Clostridium tetani E88,map00622,0.61
Clostridium tetani E88,map00625,2.01
Clostridium tetani E88,map00626,0.58
Clostridium tetani E88,map00627,0.59
Clostridium tetani E88,map00630,4.49
Clostridium tetani E88,map00633,0.72
Clostridium tetani E88,map00640,4.43
Clostridium tetani E88,map00643,0.8
Clostridium tetani E88,map00650,5.1
Clostridium tetani E88,map00660,1.83
Clostridium tetani E88,map00670,3.18
Clostridium tetani E88,map00730,4.64
Clostridium tetani E88,map00740,0.46
Clostridium tetani E88,map00750,0.71
Clostridium tetani E88,map00760,3.09
Clostridium tetani E88,map00770,3.22
Clostridium tetani E88,map00780,0.36
Clostridium tetani E88,map00785,0.78
Clostridium tetani E88,map00790,2.45
Clostridium tetani E88,map00830,0.58
Clostridium tetani E88,map00860,19.78
Clostridium tetani E88,map00900,1.22
Clostridium tetani E88,map00903,1.31
Clostridium tetani E88,map00908,0.01
Clostridium tetani E88,map00930,0.59
Clostridium tetani E88,map00950,0.04
Clostridium tetani E88,map00960,0.04
Clostridium tetani E88,map00966,0.03
Clostridium tetani E88,map00980,0.58
Clostridium tetani E88,map00981,0.72
Clostridium tetani E88,map00982,0.58
Clostridium tetani E88,map00983,3.99
Clostridium tetani E88,map01040,0.68
Clostridium tetani E88,map01051,0.01
Clostridium tyrobutyricum,map00010,5.47
Clostridium tyrobutyricum,map00020,3.97
Clostridium tyrobutyricum,map00030,3.24
Clostridium tyrobutyricum,map00040,2.44
Clostridium tyrobutyricum,map00051,6.82
Clostridium tyrobutyricum,map00052,2.38
Clostridium tyrobutyricum,map00053,1.44
