Bacterium,Pathway,Value
Clostridium botulinum A2,map00524,0.22
Clostridium botulinum A2,map00525,0.34
Clostridium botulinum A2,map00541,6.87
Clostridium botulinum A2,map00550,1.62
Clostridium botulinum A2,map00561,5.8
Clostridium botulinum A2,map00562,1.65
Clostridium botulinum A2,map00564,3.45
Clostridium botulinum A2,map00565,0.72
Clostridium botulinum A2,map00572,0.2
Clostridium botulinum A2,map00592,0.67
Clostridium botulinum A2,map00600,0.64
Clostridium botulinum A2,map00620,9.3
Clostridium botulinum A2,map00621,0.12
Clostridium botulinum A2,map00622,0.12
Clostridium botulinum A2,map00625,0.98
Clostridium botulinum A2,map00626,0.11
Clostridium botulinum A2,map00627,1.31
Clostridium botulinum A2,map00630,3.31
Clostridium botulinum A2,map00633,1.87
Clostridium botulinum A2,map00640,3.76
Clostridium botulinum A2,map00650,7.94
Clostridium botulinum A2,map00670,3.21
Clostridium botulinum A2,map00730,3.56
Clostridium botulinum A2,map00740,2.85
Clostridium botulinum A2,map00750,0.26
Clostridium botulinum A2,map00760,2.94
Clostridium botulinum A2,map00770,6.04
Clostridium botulinum A2,map00780,2.33
Clostridium botulinum A2,map00785,0.38
Clostridium botulinum A2,map00790,8.31
Clostridium botulinum A2,map00830,0.11
Clostridium botulinum A2,map00860,18.74
Clostridium botulinum A2,map00900,1.34
Clostridium botulinum A2,map00903,1.04
Clostridium botulinum A2,map00908,0.01
Clostridium botulinum A2,map00930,0.56
Clostridium botulinum A2,map00950,0.87
Clostridium botulinum A2,map00960,2.03
Clostridium botulinum A2,map00966,0.03
Clostridium botulinum A2,map00980,0.11
Clostridium botulinum A2,map00981,0.48
Clostridium botulinum A2,map00982,0.91
Clostridium botulinum A2,map00983,3.27
Clostridium botulinum A2,map01040,0.6
Clostridium botulinum A2,map01051,0.01
Clostridium botulinum A2,map01055,0.13
Clostridium botulinum A3 Loch Maree,map00010,7.3
Clostridium botulinum A3 Loch Maree,map00020,5.92
Clostridium botulinum A3 Loch Maree,map00030,5.04
Clostridium botulinum A3 Loch Maree,map00040,1.65
Clostridium botulinum A3 Loch Maree,map00051,6.84
Clostridium botulinum A3 Loch Maree,map00052,2.4
Clostridium botulinum A3 Loch Maree,map00053,1.1
Clostridium botulinum A3 Loch Maree,map00061,2.92
Clostridium botulinum A3 Loch Maree,map00062,1.16
Clostridium botulinum A3 Loch Maree,map00071,2.62
Clostridium botulinum A3 Loch Maree,map00220,3.4
Clostridium botulinum A3 Loch Maree,map00230,7.07
Clostridium botulinum A3 Loch Maree,map00240,8.21
Clostridium botulinum A3 Loch Maree,map00250,6.78
Clostridium botulinum A3 Loch Maree,map00254,0.11
Clostridium botulinum A3 Loch Maree,map00260,4.94
Clostridium botulinum A3 Loch Maree,map00261,0.13
Clostridium botulinum A3 Loch Maree,map00270,8.18
Clostridium botulinum A3 Loch Maree,map00280,2.52
Clostridium botulinum A3 Loch Maree,map00281,0.56
Clostridium botulinum A3 Loch Maree,map00290,0.26
Clostridium botulinum A3 Loch Maree,map00300,1.18
Clostridium botulinum A3 Loch Maree,map00310,2.68
Clostridium botulinum A3 Loch Maree,map00330,8.95
Clostridium botulinum A3 Loch Maree,map00340,1.7
Clostridium botulinum A3 Loch Maree,map00350,1.9
Clostridium botulinum A3 Loch Maree,map00360,4.48
Clostridium botulinum A3 Loch Maree,map00361,0.39
Clostridium botulinum A3 Loch Maree,map00362,1.64
Clostridium botulinum A3 Loch Maree,map00363,0.6
Clostridium botulinum A3 Loch Maree,map00380,4.58
Clostridium botulinum A3 Loch Maree,map00400,0.4
Clostridium botulinum A3 Loch Maree,map00401,0.06
Clostridium botulinum A3 Loch Maree,map00410,5.1
Clostridium botulinum A3 Loch Maree,map00430,2.72
Clostridium botulinum A3 Loch Maree,map00440,1.82
Clostridium botulinum A3 Loch Maree,map00450,4.03
Clostridium botulinum A3 Loch Maree,map00460,1.33
Clostridium botulinum A3 Loch Maree,map00480,0.23
Clostridium botulinum A3 Loch Maree,map00500,6.36
Clostridium botulinum A3 Loch Maree,map00511,0.64
Clostridium botulinum A3 Loch Maree,map00520,12.9
Clostridium botulinum A3 Loch Maree,map00521,0.58
Clostridium botulinum A3 Loch Maree,map00523,0.34
Clostridium botulinum A3 Loch Maree,map00524,0.22
Clostridium botulinum A3 Loch Maree,map00525,0.34
Clostridium botulinum A3 Loch Maree,map00541,6.74
Clostridium botulinum A3 Loch Maree,map00550,1.62
Clostridium botulinum A3 Loch Maree,map00561,5.54
Clostridium botulinum A3 Loch Maree,map00562,1.65
Clostridium botulinum A3 Loch Maree,map00564,3.45
Clostridium botulinum A3 Loch Maree,map00565,0.72
Clostridium botulinum A3 Loch Maree,map00572,0.2
Clostridium botulinum A3 Loch Maree,map00592,0.67
Clostridium botulinum A3 Loch Maree,map00600,0.64
Clostridium botulinum A3 Loch Maree,map00620,9.3
Clostridium botulinum A3 Loch Maree,map00621,0.12
Clostridium botulinum A3 Loch Maree,map00622,0.12
Clostridium botulinum A3 Loch Maree,map00625,0.98
Clostridium botulinum A3 Loch Maree,map00626,0.11
Clostridium botulinum A3 Loch Maree,map00627,1.31
Clostridium botulinum A3 Loch Maree,map00630,4.95
Clostridium botulinum A3 Loch Maree,map00633,1.87
Clostridium botulinum A3 Loch Maree,map00640,3.76
Clostridium botulinum A3 Loch Maree,map00650,7.94
Clostridium botulinum A3 Loch Maree,map00670,3.21
Clostridium botulinum A3 Loch Maree,map00730,3.56
Clostridium botulinum A3 Loch Maree,map00740,2.85
Clostridium botulinum A3 Loch Maree,map00750,0.55
Clostridium botulinum A3 Loch Maree,map00760,2.94
Clostridium botulinum A3 Loch Maree,map00770,5.28
Clostridium botulinum A3 Loch Maree,map00780,2.33
Clostridium botulinum A3 Loch Maree,map00785,0.38
Clostridium botulinum A3 Loch Maree,map00790,8.31
Clostridium botulinum A3 Loch Maree,map00830,0.11
Clostridium botulinum A3 Loch Maree,map00860,18.74
Clostridium botulinum A3 Loch Maree,map00900,2.23
Clostridium botulinum A3 Loch Maree,map00903,1.04
Clostridium botulinum A3 Loch Maree,map00908,0.01
Clostridium botulinum A3 Loch Maree,map00930,0.56
Clostridium botulinum A3 Loch Maree,map00950,0.87
Clostridium botulinum A3 Loch Maree,map00960,1.91
Clostridium botulinum A3 Loch Maree,map00966,0.03
Clostridium botulinum A3 Loch Maree,map00980,0.11
Clostridium botulinum A3 Loch Maree,map00981,0.48
Clostridium botulinum A3 Loch Maree,map00982,0.91
Clostridium botulinum A3 Loch Maree,map00983,2.51
Clostridium botulinum A3 Loch Maree,map01040,0.6
Clostridium botulinum A3 Loch Maree,map01051,0.01
Clostridium botulinum A3 Loch Maree,map01055,0.13
Clostridium botulinum B Eklund 17B (NRP),map00010,7.31
Clostridium botulinum B Eklund 17B (NRP),map00020,2.33
Clostridium botulinum B Eklund 17B (NRP),map00030,6.33
Clostridium botulinum B Eklund 17B (NRP),map00040,3.18
Clostridium botulinum B Eklund 17B (NRP),map00051,8.73
Clostridium botulinum B Eklund 17B (NRP),map00052,3.82
Clostridium botulinum B Eklund 17B (NRP),map00053,2.21
Clostridium botulinum B Eklund 17B (NRP),map00061,2.58
Clostridium botulinum B Eklund 17B (NRP),map00062,1.16
Clostridium botulinum B Eklund 17B (NRP),map00071,2.28
Clostridium botulinum B Eklund 17B (NRP),map00130,0.73
Clostridium botulinum B Eklund 17B (NRP),map00220,2.12
Clostridium botulinum B Eklund 17B (NRP),map00230,9.89
Clostridium botulinum B Eklund 17B (NRP),map00240,10.04
Clostridium botulinum B Eklund 17B (NRP),map00250,2.09
Clostridium botulinum B Eklund 17B (NRP),map00254,0.11
Clostridium botulinum B Eklund 17B (NRP),map00260,3.56
Clostridium botulinum B Eklund 17B (NRP),map00261,0.13
Clostridium botulinum B Eklund 17B (NRP),map00270,4.96
Clostridium botulinum B Eklund 17B (NRP),map00280,2.52
Clostridium botulinum B Eklund 17B (NRP),map00281,0.56
Clostridium botulinum B Eklund 17B (NRP),map00290,1.4
Clostridium botulinum B Eklund 17B (NRP),map00300,3.54
Clostridium botulinum B Eklund 17B (NRP),map00310,3.48
Clostridium botulinum B Eklund 17B (NRP),map00311,1.38
Clostridium botulinum B Eklund 17B (NRP),map00330,5.48
Clostridium botulinum B Eklund 17B (NRP),map00332,0.22
Clostridium botulinum B Eklund 17B (NRP),map00340,1.7
Clostridium botulinum B Eklund 17B (NRP),map00350,0.97
Clostridium botulinum B Eklund 17B (NRP),map00360,3.65
Clostridium botulinum B Eklund 17B (NRP),map00362,1.64
Clostridium botulinum B Eklund 17B (NRP),map00363,0.6
Clostridium botulinum B Eklund 17B (NRP),map00380,3.7
Clostridium botulinum B Eklund 17B (NRP),map00400,1.19
Clostridium botulinum B Eklund 17B (NRP),map00401,0.24
Clostridium botulinum B Eklund 17B (NRP),map00410,3.0
Clostridium botulinum B Eklund 17B (NRP),map00430,0.05
Clostridium botulinum B Eklund 17B (NRP),map00450,1.61
Clostridium botulinum B Eklund 17B (NRP),map00460,1.33
Clostridium botulinum B Eklund 17B (NRP),map00480,1.96
Clostridium botulinum B Eklund 17B (NRP),map00500,10.46
Clostridium botulinum B Eklund 17B (NRP),map00511,0.42
Clostridium botulinum B Eklund 17B (NRP),map00513,0.42
Clostridium botulinum B Eklund 17B (NRP),map00520,16.99
Clostridium botulinum B Eklund 17B (NRP),map00521,2.04
Clostridium botulinum B Eklund 17B (NRP),map00523,0.94
Clostridium botulinum B Eklund 17B (NRP),map00524,0.22
Clostridium botulinum B Eklund 17B (NRP),map00525,0.34
Clostridium botulinum B Eklund 17B (NRP),map00531,0.42
Clostridium botulinum B Eklund 17B (NRP),map00540,0.94
Clostridium botulinum B Eklund 17B (NRP),map00541,11.09
Clostridium botulinum B Eklund 17B (NRP),map00550,1.62
Clostridium botulinum B Eklund 17B (NRP),map00561,8.44
Clostridium botulinum B Eklund 17B (NRP),map00562,5.96
Clostridium botulinum B Eklund 17B (NRP),map00564,6.21
Clostridium botulinum B Eklund 17B (NRP),map00565,0.72
Clostridium botulinum B Eklund 17B (NRP),map00592,0.67
Clostridium botulinum B Eklund 17B (NRP),map00603,0.42
Clostridium botulinum B Eklund 17B (NRP),map00604,0.42
Clostridium botulinum B Eklund 17B (NRP),map00620,8.52
Clostridium botulinum B Eklund 17B (NRP),map00621,0.12
Clostridium botulinum B Eklund 17B (NRP),map00622,0.99
Clostridium botulinum B Eklund 17B (NRP),map00625,0.59
Clostridium botulinum B Eklund 17B (NRP),map00626,0.11
Clostridium botulinum B Eklund 17B (NRP),map00627,1.31
Clostridium botulinum B Eklund 17B (NRP),map00630,2.98
Clostridium botulinum B Eklund 17B (NRP),map00633,1.21
Clostridium botulinum B Eklund 17B (NRP),map00640,7.87
Clostridium botulinum B Eklund 17B (NRP),map00643,0.79
Clostridium botulinum B Eklund 17B (NRP),map00650,8.28
Clostridium botulinum B Eklund 17B (NRP),map00660,0.57
Clostridium botulinum B Eklund 17B (NRP),map00670,1.87
Clostridium botulinum B Eklund 17B (NRP),map00730,2.89
Clostridium botulinum B Eklund 17B (NRP),map00740,2.85
Clostridium botulinum B Eklund 17B (NRP),map00750,0.26
Clostridium botulinum B Eklund 17B (NRP),map00760,2.3
Clostridium botulinum B Eklund 17B (NRP),map00770,3.73
Clostridium botulinum B Eklund 17B (NRP),map00780,2.33
Clostridium botulinum B Eklund 17B (NRP),map00785,0.38
Clostridium botulinum B Eklund 17B (NRP),map00790,3.94
Clostridium botulinum B Eklund 17B (NRP),map00830,0.11
Clostridium botulinum B Eklund 17B (NRP),map00860,17.58
Clostridium botulinum B Eklund 17B (NRP),map00900,1.34
Clostridium botulinum B Eklund 17B (NRP),map00903,1.04
Clostridium botulinum B Eklund 17B (NRP),map00906,3.91
Clostridium botulinum B Eklund 17B (NRP),map00908,0.01
Clostridium botulinum B Eklund 17B (NRP),map00930,0.56
Clostridium botulinum B Eklund 17B (NRP),map00940,0.98
Clostridium botulinum B Eklund 17B (NRP),map00950,0.87
Clostridium botulinum B Eklund 17B (NRP),map00960,0.06
Clostridium botulinum B Eklund 17B (NRP),map00966,0.03
Clostridium botulinum B Eklund 17B (NRP),map00980,0.11
Clostridium botulinum B Eklund 17B (NRP),map00981,0.48
Clostridium botulinum B Eklund 17B (NRP),map00982,0.91
Clostridium botulinum B Eklund 17B (NRP),map00983,5.0
Clostridium botulinum B Eklund 17B (NRP),map01040,0.6
Clostridium botulinum B Eklund 17B (NRP),map01051,0.01
Clostridium botulinum B Eklund 17B (NRP),map01055,0.13
Clostridium botulinum B1 Okra,map00010,7.3
Clostridium botulinum B1 Okra,map00020,5.92
Clostridium botulinum B1 Okra,map00030,5.3
Clostridium botulinum B1 Okra,map00040,1.65
Clostridium botulinum B1 Okra,map00051,6.84
Clostridium botulinum B1 Okra,map00052,2.4
Clostridium botulinum B1 Okra,map00053,1.1
Clostridium botulinum B1 Okra,map00061,2.58
Clostridium botulinum B1 Okra,map00062,1.16
Clostridium botulinum B1 Okra,map00071,2.28
Clostridium botulinum B1 Okra,map00120,0.6
Clostridium botulinum B1 Okra,map00121,0.6
Clostridium botulinum B1 Okra,map00130,0.73
Clostridium botulinum B1 Okra,map00220,3.4
Clostridium botulinum B1 Okra,map00230,7.83
Clostridium botulinum B1 Okra,map00240,10.45
Clostridium botulinum B1 Okra,map00250,5.86
Clostridium botulinum B1 Okra,map00254,0.11
Clostridium botulinum B1 Okra,map00260,5.2
Clostridium botulinum B1 Okra,map00261,0.13
Clostridium botulinum B1 Okra,map00270,8.96
Clostridium botulinum B1 Okra,map00280,2.52
Clostridium botulinum B1 Okra,map00281,0.56
Clostridium botulinum B1 Okra,map00290,0.26
Clostridium botulinum B1 Okra,map00300,1.18
Clostridium botulinum B1 Okra,map00310,2.68
Clostridium botulinum B1 Okra,map00330,7.95
Clostridium botulinum B1 Okra,map00340,2.79
Clostridium botulinum B1 Okra,map00350,2.01
Clostridium botulinum B1 Okra,map00360,4.6
Clostridium botulinum B1 Okra,map00361,0.39
Clostridium botulinum B1 Okra,map00362,1.64
Clostridium botulinum B1 Okra,map00363,0.6
Clostridium botulinum B1 Okra,map00380,4.58
Clostridium botulinum B1 Okra,map00400,0.52
Clostridium botulinum B1 Okra,map00401,0.18
Clostridium botulinum B1 Okra,map00405,0.94
Clostridium botulinum B1 Okra,map00410,5.86
Clostridium botulinum B1 Okra,map00430,1.79
Clostridium botulinum B1 Okra,map00440,0.88
Clostridium botulinum B1 Okra,map00450,3.7
Clostridium botulinum B1 Okra,map00460,1.33
Clostridium botulinum B1 Okra,map00480,0.23
Clostridium botulinum B1 Okra,map00500,6.36
Clostridium botulinum B1 Okra,map00511,0.64
Clostridium botulinum B1 Okra,map00520,12.14
Clostridium botulinum B1 Okra,map00521,1.18
Clostridium botulinum B1 Okra,map00523,0.94
Clostridium botulinum B1 Okra,map00524,0.22
Clostridium botulinum B1 Okra,map00525,1.34
Clostridium botulinum B1 Okra,map00541,6.59
Clostridium botulinum B1 Okra,map00550,1.62
Clostridium botulinum B1 Okra,map00561,5.8
Clostridium botulinum B1 Okra,map00562,1.65
Clostridium botulinum B1 Okra,map00564,3.45
Clostridium botulinum B1 Okra,map00565,0.72
Clostridium botulinum B1 Okra,map00572,0.2
Clostridium botulinum B1 Okra,map00592,0.67
Clostridium botulinum B1 Okra,map00600,0.64
Clostridium botulinum B1 Okra,map00620,9.3
Clostridium botulinum B1 Okra,map00621,0.12
Clostridium botulinum B1 Okra,map00622,0.12
Clostridium botulinum B1 Okra,map00625,0.98
Clostridium botulinum B1 Okra,map00626,0.11
Clostridium botulinum B1 Okra,map00627,1.31
Clostridium botulinum B1 Okra,map00630,4.24
Clostridium botulinum B1 Okra,map00633,1.87
Clostridium botulinum B1 Okra,map00640,3.76
Clostridium botulinum B1 Okra,map00650,8.82
Clostridium botulinum B1 Okra,map00670,3.21
Clostridium botulinum B1 Okra,map00730,3.56
Clostridium botulinum B1 Okra,map00740,2.85
Clostridium botulinum B1 Okra,map00750,0.55
Clostridium botulinum B1 Okra,map00760,2.94
Clostridium botulinum B1 Okra,map00770,6.04
Clostridium botulinum B1 Okra,map00780,2.33
Clostridium botulinum B1 Okra,map00785,0.38
Clostridium botulinum B1 Okra,map00790,8.31
Clostridium botulinum B1 Okra,map00830,0.11
Clostridium botulinum B1 Okra,map00860,18.74
Clostridium botulinum B1 Okra,map00900,1.34
Clostridium botulinum B1 Okra,map00903,1.04
Clostridium botulinum B1 Okra,map00908,0.01
Clostridium botulinum B1 Okra,map00930,0.56
Clostridium botulinum B1 Okra,map00950,0.87
Clostridium botulinum B1 Okra,map00960,2.03
Clostridium botulinum B1 Okra,map00966,0.03
Clostridium botulinum B1 Okra,map00980,0.11
Clostridium botulinum B1 Okra,map00981,0.48
Clostridium botulinum B1 Okra,map00982,0.91
Clostridium botulinum B1 Okra,map00983,3.27
Clostridium botulinum B1 Okra,map01040,0.6
Clostridium botulinum B1 Okra,map01051,0.01
Clostridium botulinum B1 Okra,map01055,0.13
Clostridium botulinum BKT015925,map00010,2.91
Clostridium botulinum BKT015925,map00020,2.83
Clostridium botulinum BKT015925,map00030,3.86
Clostridium botulinum BKT015925,map00040,4.6
Clostridium botulinum BKT015925,map00051,3.95
Clostridium botulinum BKT015925,map00052,3.79
Clostridium botulinum BKT015925,map00053,2.35
Clostridium botulinum BKT015925,map00061,2.92
Clostridium botulinum BKT015925,map00062,0.56
Clostridium botulinum BKT015925,map00071,2.03
Clostridium botulinum BKT015925,map00220,0.38
Clostridium botulinum BKT015925,map00230,3.28
Clostridium botulinum BKT015925,map00240,7.34
Clostridium botulinum BKT015925,map00250,2.55
Clostridium botulinum BKT015925,map00254,0.11
Clostridium botulinum BKT015925,map00260,2.97
Clostridium botulinum BKT015925,map00261,0.13
Clostridium botulinum BKT015925,map00270,4.87
Clostridium botulinum BKT015925,map00280,2.66
Clostridium botulinum BKT015925,map00281,0.56
Clostridium botulinum BKT015925,map00290,0.03
Clostridium botulinum BKT015925,map00300,2.02
Clostridium botulinum BKT015925,map00310,2.78
Clostridium botulinum BKT015925,map00330,0.3
Clostridium botulinum BKT015925,map00332,0.22
Clostridium botulinum BKT015925,map00340,0.42
Clostridium botulinum BKT015925,map00350,0.06
Clostridium botulinum BKT015925,map00360,1.87
Clostridium botulinum BKT015925,map00362,1.64
Clostridium botulinum BKT015925,map00380,2.1
Clostridium botulinum BKT015925,map00400,0.82
Clostridium botulinum BKT015925,map00401,0.24
Clostridium botulinum BKT015925,map00410,3.77
Clostridium botulinum BKT015925,map00430,0.05
Clostridium botulinum BKT015925,map00450,0.5
Clostridium botulinum BKT015925,map00460,1.33
Clostridium botulinum BKT015925,map00480,0.82
Clostridium botulinum BKT015925,map00500,2.65
Clostridium botulinum BKT015925,map00511,0.87
Clostridium botulinum BKT015925,map00515,0.94
Clostridium botulinum BKT015925,map00520,14.38
Clostridium botulinum BKT015925,map00521,1.1
Clostridium botulinum BKT015925,map00524,0.22
Clostridium botulinum BKT015925,map00541,6.85
Clostridium botulinum BKT015925,map00550,1.06
Clostridium botulinum BKT015925,map00561,4.62
Clostridium botulinum BKT015925,map00562,6.92
Clostridium botulinum BKT015925,map00564,3.28
Clostridium botulinum BKT015925,map00565,0.72
Clostridium botulinum BKT015925,map00572,0.2
Clostridium botulinum BKT015925,map00592,0.56
Clostridium botulinum BKT015925,map00600,0.33
Clostridium botulinum BKT015925,map00603,0.33
Clostridium botulinum BKT015925,map00620,4.33
Clostridium botulinum BKT015925,map00621,0.12
Clostridium botulinum BKT015925,map00622,0.12
Clostridium botulinum BKT015925,map00627,1.31
Clostridium botulinum BKT015925,map00630,3.68
Clostridium botulinum BKT015925,map00633,1.1
Clostridium botulinum BKT015925,map00640,6.12
Clostridium botulinum BKT015925,map00643,1.78
Clostridium botulinum BKT015925,map00650,3.48
Clostridium botulinum BKT015925,map00670,2.19
Clostridium botulinum BKT015925,map00730,3.44
Clostridium botulinum BKT015925,map00740,2.85
Clostridium botulinum BKT015925,map00750,0.07
Clostridium botulinum BKT015925,map00760,0.79
Clostridium botulinum BKT015925,map00770,4.31
Clostridium botulinum BKT015925,map00780,6.09
Clostridium botulinum BKT015925,map00790,1.38
Clostridium botulinum BKT015925,map00860,17.78
Clostridium botulinum BKT015925,map00900,1.03
Clostridium botulinum BKT015925,map00903,0.56
Clostridium botulinum BKT015925,map00908,0.01
Clostridium botulinum BKT015925,map00930,0.56
Clostridium botulinum BKT015925,map00950,0.06
Clostridium botulinum BKT015925,map00960,0.06
Clostridium botulinum BKT015925,map00966,0.03
Clostridium botulinum BKT015925,map00983,3.05
Clostridium botulinum BKT015925,map01051,0.01
Clostridium botulinum Ba4,map00010,7.3
Clostridium botulinum Ba4,map00020,5.92
Clostridium botulinum Ba4,map00030,4.93
Clostridium botulinum Ba4,map00040,1.65
Clostridium botulinum Ba4,map00051,6.84
Clostridium botulinum Ba4,map00052,2.4
Clostridium botulinum Ba4,map00053,1.1
Clostridium botulinum Ba4,map00061,2.92
Clostridium botulinum Ba4,map00062,1.16
Clostridium botulinum Ba4,map00071,2.62
Clostridium botulinum Ba4,map00130,0.73
Clostridium botulinum Ba4,map00220,3.4
Clostridium botulinum Ba4,map00230,7.83
Clostridium botulinum Ba4,map00240,9.69
Clostridium botulinum Ba4,map00250,6.33
Clostridium botulinum Ba4,map00254,0.11
Clostridium botulinum Ba4,map00260,5.2
Clostridium botulinum Ba4,map00261,0.13
Clostridium botulinum Ba4,map00270,7.86
Clostridium botulinum Ba4,map00280,2.52
Clostridium botulinum Ba4,map00281,0.56
Clostridium botulinum Ba4,map00290,0.26
Clostridium botulinum Ba4,map00300,1.18
Clostridium botulinum Ba4,map00310,2.68
Clostridium botulinum Ba4,map00330,8.68
Clostridium botulinum Ba4,map00340,2.63
Clostridium botulinum Ba4,map00350,2.01
Clostridium botulinum Ba4,map00360,5.38
Clostridium botulinum Ba4,map00361,0.39
Clostridium botulinum Ba4,map00362,1.64
Clostridium botulinum Ba4,map00363,0.6
Clostridium botulinum Ba4,map00380,3.65
Clostridium botulinum Ba4,map00400,0.52
Clostridium botulinum Ba4,map00401,0.18
Clostridium botulinum Ba4,map00405,0.94
Clostridium botulinum Ba4,map00410,5.1
Clostridium botulinum Ba4,map00430,1.79
Clostridium botulinum Ba4,map00440,0.88
Clostridium botulinum Ba4,map00450,3.0
Clostridium botulinum Ba4,map00460,1.33
Clostridium botulinum Ba4,map00480,0.23
Clostridium botulinum Ba4,map00500,6.36
Clostridium botulinum Ba4,map00511,0.64
Clostridium botulinum Ba4,map00520,9.37
Clostridium botulinum Ba4,map00521,0.58
Clostridium botulinum Ba4,map00523,0.34
Clostridium botulinum Ba4,map00524,0.22
Clostridium botulinum Ba4,map00525,0.34
Clostridium botulinum Ba4,map00541,5.91
Clostridium botulinum Ba4,map00550,1.62
Clostridium botulinum Ba4,map00561,6.48
Clostridium botulinum Ba4,map00562,1.65
Clostridium botulinum Ba4,map00564,4.13
Clostridium botulinum Ba4,map00565,0.72
Clostridium botulinum Ba4,map00572,0.2
Clostridium botulinum Ba4,map00592,0.67
Clostridium botulinum Ba4,map00600,0.64
Clostridium botulinum Ba4,map00620,9.3
Clostridium botulinum Ba4,map00621,0.12
Clostridium botulinum Ba4,map00622,0.12
Clostridium botulinum Ba4,map00625,0.98
Clostridium botulinum Ba4,map00626,0.11
Clostridium botulinum Ba4,map00627,1.31
Clostridium botulinum Ba4,map00630,3.31
Clostridium botulinum Ba4,map00633,1.1
Clostridium botulinum Ba4,map00640,3.76
Clostridium botulinum Ba4,map00650,7.94
Clostridium botulinum Ba4,map00670,3.21
Clostridium botulinum Ba4,map00730,3.56
Clostridium botulinum Ba4,map00740,2.85
Clostridium botulinum Ba4,map00750,0.26
Clostridium botulinum Ba4,map00760,2.94
Clostridium botulinum Ba4,map00770,5.28
Clostridium botulinum Ba4,map00780,2.33
Clostridium botulinum Ba4,map00785,0.38
Clostridium botulinum Ba4,map00790,8.31
Clostridium botulinum Ba4,map00830,0.11
Clostridium botulinum Ba4,map00860,18.94
Clostridium botulinum Ba4,map00900,1.34
Clostridium botulinum Ba4,map00903,1.04
Clostridium botulinum Ba4,map00908,0.01
Clostridium botulinum Ba4,map00930,0.56
Clostridium botulinum Ba4,map00950,0.87
Clostridium botulinum Ba4,map00960,2.03
Clostridium botulinum Ba4,map00966,0.03
Clostridium botulinum Ba4,map00980,0.11
Clostridium botulinum Ba4,map00981,0.48
Clostridium botulinum Ba4,map00982,0.91
Clostridium botulinum Ba4,map00983,2.51
Clostridium botulinum Ba4,map01040,0.6
Clostridium botulinum Ba4,map01051,0.01
Clostridium botulinum Ba4,map01055,0.13
Clostridium botulinum E3,map00010,6.55
Clostridium botulinum E3,map00020,2.33
Clostridium botulinum E3,map00030,3.81
Clostridium botulinum E3,map00040,4.8
Clostridium botulinum E3,map00051,6.88
Clostridium botulinum E3,map00052,3.82
Clostridium botulinum E3,map00053,2.21
Clostridium botulinum E3,map00061,2.58
Clostridium botulinum E3,map00062,1.16
Clostridium botulinum E3,map00071,2.28
Clostridium botulinum E3,map00130,0.73
Clostridium botulinum E3,map00220,2.12
Clostridium botulinum E3,map00230,10.85
Clostridium botulinum E3,map00240,11.01
Clostridium botulinum E3,map00250,2.43
Clostridium botulinum E3,map00254,0.11
Clostridium botulinum E3,map00260,2.76
Clostridium botulinum E3,map00261,0.13
Clostridium botulinum E3,map00270,4.88
Clostridium botulinum E3,map00280,3.35
Clostridium botulinum E3,map00281,0.56
Clostridium botulinum E3,map00290,1.4
Clostridium botulinum E3,map00300,3.54
Clostridium botulinum E3,map00310,3.48
Clostridium botulinum E3,map00311,1.38
Clostridium botulinum E3,map00330,4.67
Clostridium botulinum E3,map00332,0.22
Clostridium botulinum E3,map00340,1.99
Clostridium botulinum E3,map00350,0.28
Clostridium botulinum E3,map00360,2.24
Clostridium botulinum E3,map00362,1.64
Clostridium botulinum E3,map00363,0.6
Clostridium botulinum E3,map00380,2.9
Clostridium botulinum E3,map00400,1.3
Clostridium botulinum E3,map00401,0.35
Clostridium botulinum E3,map00410,4.25
Clostridium botulinum E3,map00430,0.05
Clostridium botulinum E3,map00450,1.53
Clostridium botulinum E3,map00460,1.33
Clostridium botulinum E3,map00480,2.28
Clostridium botulinum E3,map00500,9.59
Clostridium botulinum E3,map00511,0.42
Clostridium botulinum E3,map00513,0.42
Clostridium botulinum E3,map00515,0.94
Clostridium botulinum E3,map00520,12.04
Clostridium botulinum E3,map00521,2.04
Clostridium botulinum E3,map00523,0.94
Clostridium botulinum E3,map00524,0.22
Clostridium botulinum E3,map00525,0.34
Clostridium botulinum E3,map00531,0.42
Clostridium botulinum E3,map00541,7.29
Clostridium botulinum E3,map00550,1.06
Clostridium botulinum E3,map00561,8.53
Clostridium botulinum E3,map00562,5.23
Clostridium botulinum E3,map00564,3.54
Clostridium botulinum E3,map00590,0.79
Clostridium botulinum E3,map00592,0.67
Clostridium botulinum E3,map00603,0.42
Clostridium botulinum E3,map00604,0.42
Clostridium botulinum E3,map00620,9.38
Clostridium botulinum E3,map00621,0.12
Clostridium botulinum E3,map00622,0.99
Clostridium botulinum E3,map00625,0.59
Clostridium botulinum E3,map00626,0.11
Clostridium botulinum E3,map00627,1.87
Clostridium botulinum E3,map00630,2.98
Clostridium botulinum E3,map00633,1.21
Clostridium botulinum E3,map00640,7.87
Clostridium botulinum E3,map00643,0.79
Clostridium botulinum E3,map00650,6.5
Clostridium botulinum E3,map00660,0.57
Clostridium botulinum E3,map00670,1.87
Clostridium botulinum E3,map00730,3.49
Clostridium botulinum E3,map00740,2.85
Clostridium botulinum E3,map00750,0.26
Clostridium botulinum E3,map00760,2.39
Clostridium botulinum E3,map00770,5.64
Clostridium botulinum E3,map00780,2.33
